# RTF-Densities and RTF-fields
#     r     Pf_p     Pf_n     rhov_p     rhov_n     Sigma     Omega     Rho     Coulomb     Ef_p     Ef_n
    0.16570E+02    0.18942E-03    0.26394E-03    0.29872E-19    0.80817E-19    0.94420E-15    0.31194E-18   -0.18412E-19    0.26074E-03    0.26074E-03    0.36152E-13
    0.16580E+02    0.18809E-03    0.26211E-03    0.29246E-19    0.79148E-19    0.94553E-15    0.30547E-18   -0.18035E-19    0.26058E-03    0.26058E-03    0.35698E-13
    0.16590E+02    0.18677E-03    0.26029E-03    0.28633E-19    0.77514E-19    0.94607E-15    0.29914E-18   -0.17666E-19    0.26043E-03    0.26043E-03    0.35129E-13
    0.16600E+02    0.18545E-03    0.25849E-03    0.28033E-19    0.75913E-19    0.94565E-15    0.29295E-18   -0.17305E-19    0.26027E-03    0.26027E-03    0.34674E-13
    0.16610E+02    0.18415E-03    0.25670E-03    0.27446E-19    0.74345E-19    0.94417E-15    0.28688E-18   -0.16951E-19    0.26011E-03    0.26011E-03    0.34220E-13
    0.16620E+02    0.18285E-03    0.25492E-03    0.26871E-19    0.72810E-19    0.94167E-15    0.28093E-18   -0.16604E-19    0.25996E-03    0.25996E-03    0.33651E-13
    0.16630E+02    0.18157E-03    0.25315E-03    0.26308E-19    0.71306E-19    0.93826E-15    0.27511E-18   -0.16264E-19    0.25980E-03    0.25980E-03    0.33197E-13
    0.16640E+02    0.18029E-03    0.25140E-03    0.25756E-19    0.69833E-19    0.93405E-15    0.26941E-18   -0.15931E-19    0.25964E-03    0.25964E-03    0.32742E-13
    0.16650E+02    0.17902E-03    0.24965E-03    0.25217E-19    0.68391E-19    0.92916E-15    0.26383E-18   -0.15605E-19    0.25949E-03    0.25949E-03    0.32287E-13
    0.16660E+02    0.17776E-03    0.24792E-03    0.24688E-19    0.66978E-19    0.92367E-15    0.25836E-18   -0.15286E-19    0.25933E-03    0.25933E-03    0.31832E-13
    0.16670E+02    0.17651E-03    0.24620E-03    0.24171E-19    0.65595E-19    0.91770E-15    0.25301E-18   -0.14973E-19    0.25918E-03    0.25918E-03    0.31378E-13
    0.16680E+02    0.17527E-03    0.24450E-03    0.23665E-19    0.64241E-19    0.91137E-15    0.24776E-18   -0.14667E-19    0.25902E-03    0.25902E-03    0.30923E-13
    0.16690E+02    0.17404E-03    0.24280E-03    0.23169E-19    0.62914E-19    0.90476E-15    0.24263E-18   -0.14367E-19    0.25887E-03    0.25887E-03    0.30468E-13
    0.16700E+02    0.17281E-03    0.24112E-03    0.22683E-19    0.61615E-19    0.89800E-15    0.23760E-18   -0.14073E-19    0.25871E-03    0.25871E-03    0.30013E-13
    0.16710E+02    0.17160E-03    0.23945E-03    0.22208E-19    0.60342E-19    0.89116E-15    0.23268E-18   -0.13785E-19    0.25856E-03    0.25856E-03    0.29672E-13
    0.16720E+02    0.17039E-03    0.23779E-03    0.21743E-19    0.59096E-19    0.88427E-15    0.22786E-18   -0.13503E-19    0.25840E-03    0.25840E-03    0.29218E-13
    0.16730E+02    0.16919E-03    0.23614E-03    0.21287E-19    0.57875E-19    0.87733E-15    0.22314E-18   -0.13227E-19    0.25825E-03    0.25825E-03    0.28763E-13
    0.16740E+02    0.16800E-03    0.23450E-03    0.20841E-19    0.56680E-19    0.87034E-15    0.21851E-18   -0.12956E-19    0.25809E-03    0.25809E-03    0.28308E-13
    0.16750E+02    0.16682E-03    0.23288E-03    0.20404E-19    0.55509E-19    0.86329E-15    0.21399E-18   -0.12691E-19    0.25794E-03    0.25794E-03    0.27967E-13
    0.16760E+02    0.16565E-03    0.23126E-03    0.19977E-19    0.54363E-19    0.85619E-15    0.20955E-18   -0.12431E-19    0.25778E-03    0.25778E-03    0.27512E-13
    0.16770E+02    0.16448E-03    0.22966E-03    0.19558E-19    0.53240E-19    0.84904E-15    0.20521E-18   -0.12177E-19    0.25763E-03    0.25763E-03    0.27285E-13
    0.16780E+02    0.16332E-03    0.22807E-03    0.19149E-19    0.52141E-19    0.84183E-15    0.20096E-18   -0.11928E-19    0.25748E-03    0.25748E-03    0.26944E-13
    0.16790E+02    0.16218E-03    0.22649E-03    0.18747E-19    0.51064E-19    0.83457E-15    0.19679E-18   -0.11684E-19    0.25732E-03    0.25732E-03    0.26603E-13
    0.16800E+02    0.16104E-03    0.22492E-03    0.18355E-19    0.50009E-19    0.82726E-15    0.19272E-18   -0.11445E-19    0.25717E-03    0.25717E-03    0.26148E-13
    0.16810E+02    0.15990E-03    0.22336E-03    0.17970E-19    0.48977E-19    0.81991E-15    0.18872E-18   -0.11211E-19    0.25702E-03    0.25702E-03    0.25807E-13
    0.16820E+02    0.15878E-03    0.22181E-03    0.17593E-19    0.47965E-19    0.81262E-15    0.18481E-18   -0.10981E-19    0.25686E-03    0.25686E-03    0.25466E-13
    0.16830E+02    0.15766E-03    0.22027E-03    0.17225E-19    0.46974E-19    0.80547E-15    0.18098E-18   -0.10756E-19    0.25671E-03    0.25671E-03    0.25125E-13
    0.16840E+02    0.15655E-03    0.21875E-03    0.16864E-19    0.46004E-19    0.79857E-15    0.17723E-18   -0.10536E-19    0.25656E-03    0.25656E-03    0.24670E-13
    0.16850E+02    0.15545E-03    0.21723E-03    0.16511E-19    0.45054E-19    0.79203E-15    0.17356E-18   -0.10321E-19    0.25641E-03    0.25641E-03    0.24329E-13
    0.16860E+02    0.15436E-03    0.21572E-03    0.16165E-19    0.44124E-19    0.78595E-15    0.16996E-18   -0.10110E-19    0.25625E-03    0.25625E-03    0.23988E-13
    0.16870E+02    0.15327E-03    0.21423E-03    0.15826E-19    0.43212E-19    0.78042E-15    0.16644E-18   -0.99027E-20    0.25610E-03    0.25610E-03    0.23647E-13
    0.16880E+02    0.15219E-03    0.21274E-03    0.15494E-19    0.42320E-19    0.77556E-15    0.16299E-18   -0.97001E-20    0.25595E-03    0.25595E-03    0.23306E-13
    0.16890E+02    0.15112E-03    0.21127E-03    0.15170E-19    0.41446E-19    0.77145E-15    0.15962E-18   -0.95016E-20    0.25580E-03    0.25580E-03    0.22965E-13
    0.16900E+02    0.15006E-03    0.20980E-03    0.14852E-19    0.40590E-19    0.76822E-15    0.15631E-18   -0.93072E-20    0.25565E-03    0.25565E-03    0.22624E-13
    0.16910E+02    0.14901E-03    0.20835E-03    0.14541E-19    0.39752E-19    0.76594E-15    0.15307E-18   -0.91167E-20    0.25550E-03    0.25550E-03    0.22396E-13
    0.16920E+02    0.14796E-03    0.20690E-03    0.14236E-19    0.38931E-19    0.76468E-15    0.14990E-18   -0.89302E-20    0.25535E-03    0.25535E-03    0.22055E-13
    0.16930E+02    0.14692E-03    0.20547E-03    0.13938E-19    0.38127E-19    0.76451E-15    0.14679E-18   -0.87474E-20    0.25520E-03    0.25520E-03    0.21714E-13
    0.16940E+02    0.14588E-03    0.20405E-03    0.13646E-19    0.37339E-19    0.76548E-15    0.14375E-18   -0.85684E-20    0.25504E-03    0.25504E-03    0.21373E-13
    0.16950E+02    0.14486E-03    0.20263E-03    0.13360E-19    0.36568E-19    0.76764E-15    0.14077E-18   -0.83931E-20    0.25489E-03    0.25489E-03    0.21146E-13
    0.16960E+02    0.14384E-03    0.20123E-03    0.13080E-19    0.35813E-19    0.77106E-15    0.13786E-18   -0.82213E-20    0.25474E-03    0.25474E-03    0.20805E-13
    0.16970E+02    0.14283E-03    0.19983E-03    0.12806E-19    0.35073E-19    0.77580E-15    0.13500E-18   -0.80531E-20    0.25459E-03    0.25459E-03    0.20464E-13
    0.16980E+02    0.14182E-03    0.19845E-03    0.12537E-19    0.34349E-19    0.78190E-15    0.13220E-18   -0.78883E-20    0.25444E-03    0.25444E-03    0.20123E-13
    0.16990E+02    0.14082E-03    0.19707E-03    0.12275E-19    0.33640E-19    0.78943E-15    0.12946E-18   -0.77269E-20    0.25429E-03    0.25429E-03    0.19895E-13
    0.17000E+02    0.13983E-03    0.19571E-03    0.12018E-19    0.32945E-19    0.79845E-15    0.12678E-18   -0.75688E-20    0.25414E-03    0.25414E-03    0.19554E-13
    0.17010E+02    0.13885E-03    0.19435E-03    0.11766E-19    0.32265E-19    0.80898E-15    0.12415E-18   -0.74139E-20    0.25400E-03    0.25400E-03    0.19327E-13
    0.17020E+02    0.13787E-03    0.19300E-03    0.11519E-19    0.31598E-19    0.82090E-15    0.12158E-18   -0.72622E-20    0.25385E-03    0.25385E-03    0.19099E-13
    0.17030E+02    0.13690E-03    0.19166E-03    0.11278E-19    0.30946E-19    0.83406E-15    0.11906E-18   -0.71136E-20    0.25370E-03    0.25370E-03    0.18758E-13
    0.17040E+02    0.13594E-03    0.19033E-03    0.11042E-19    0.30306E-19    0.84832E-15    0.11659E-18   -0.69680E-20    0.25355E-03    0.25355E-03    0.18531E-13
    0.17050E+02    0.13498E-03    0.18902E-03    0.10810E-19    0.29680E-19    0.86353E-15    0.11418E-18   -0.68254E-20    0.25340E-03    0.25340E-03    0.18076E-13
    0.17060E+02    0.13404E-03    0.18770E-03    0.10584E-19    0.29067E-19    0.87953E-15    0.11181E-18   -0.66857E-20    0.25325E-03    0.25325E-03    0.17849E-13
    0.17070E+02    0.13309E-03    0.18640E-03    0.10362E-19    0.28467E-19    0.89618E-15    0.10950E-18   -0.65489E-20    0.25310E-03    0.25310E-03    0.17508E-13
    0.17080E+02    0.13216E-03    0.18511E-03    0.10145E-19    0.27879E-19    0.91333E-15    0.10723E-18   -0.64149E-20    0.25295E-03    0.25295E-03    0.17280E-13
    0.17090E+02    0.13123E-03    0.18383E-03    0.99323E-20    0.27304E-19    0.93082E-15    0.10501E-18   -0.62837E-20    0.25281E-03    0.25281E-03    0.17053E-13
    0.17100E+02    0.13030E-03    0.18255E-03    0.97242E-20    0.26740E-19    0.94852E-15    0.10283E-18   -0.61551E-20    0.25266E-03    0.25266E-03    0.16826E-13
    0.17110E+02    0.12939E-03    0.18129E-03    0.95204E-20    0.26187E-19    0.96627E-15    0.10070E-18   -0.60291E-20    0.25251E-03    0.25251E-03    0.16598E-13
    0.17120E+02    0.12848E-03    0.18003E-03    0.93209E-20    0.25647E-19    0.98396E-15    0.98612E-19   -0.59057E-20    0.25236E-03    0.25236E-03    0.16257E-13
    0.17130E+02    0.12757E-03    0.17878E-03    0.91256E-20    0.25117E-19    0.10015E-14    0.96569E-19   -0.57849E-20    0.25222E-03    0.25222E-03    0.16030E-13
    0.17140E+02    0.12668E-03    0.17754E-03    0.89344E-20    0.24598E-19    0.10187E-14    0.94568E-19   -0.56665E-20    0.25207E-03    0.25207E-03    0.15802E-13
    0.17150E+02    0.12579E-03    0.17631E-03    0.87472E-20    0.24090E-19    0.10356E-14    0.92608E-19   -0.55505E-20    0.25192E-03    0.25192E-03    0.15575E-13
    0.17160E+02    0.12490E-03    0.17509E-03    0.85639E-20    0.23593E-19    0.10519E-14    0.90689E-19   -0.54369E-20    0.25177E-03    0.25177E-03    0.15348E-13
    0.17170E+02    0.12402E-03    0.17388E-03    0.83845E-20    0.23105E-19    0.10677E-14    0.88810E-19   -0.53256E-20    0.25163E-03    0.25163E-03    0.15120E-13
    0.17180E+02    0.12315E-03    0.17267E-03    0.82088E-20    0.22628E-19    0.10827E-14    0.86970E-19   -0.52167E-20    0.25148E-03    0.25148E-03    0.14779E-13
    0.17190E+02    0.12228E-03    0.17148E-03    0.80368E-20    0.22161E-19    0.10970E-14    0.85168E-19   -0.51099E-20    0.25134E-03    0.25134E-03    0.14552E-13
    0.17200E+02    0.12142E-03    0.17029E-03    0.78684E-20    0.21703E-19    0.11103E-14    0.83403E-19   -0.50053E-20    0.25119E-03    0.25119E-03    0.14325E-13
    0.17210E+02    0.12057E-03    0.16911E-03    0.77036E-20    0.21255E-19    0.11225E-14    0.81675E-19   -0.49029E-20    0.25104E-03    0.25104E-03    0.14097E-13
    0.17220E+02    0.11972E-03    0.16793E-03    0.75421E-20    0.20816E-19    0.11338E-14    0.79983E-19   -0.48026E-20    0.25090E-03    0.25090E-03    0.13870E-13
    0.17230E+02    0.11888E-03    0.16677E-03    0.73841E-20    0.20386E-19    0.11442E-14    0.78325E-19   -0.47043E-20    0.25075E-03    0.25075E-03    0.13756E-13
    0.17240E+02    0.11804E-03    0.16561E-03    0.72294E-20    0.19965E-19    0.11537E-14    0.76702E-19   -0.46080E-20    0.25061E-03    0.25061E-03    0.13529E-13
    0.17250E+02    0.11721E-03    0.16447E-03    0.70779E-20    0.19553E-19    0.11624E-14    0.75113E-19   -0.45137E-20    0.25046E-03    0.25046E-03    0.13301E-13
    0.17260E+02    0.11639E-03    0.16333E-03    0.69296E-20    0.19149E-19    0.11703E-14    0.73557E-19   -0.44213E-20    0.25032E-03    0.25032E-03    0.13074E-13
    0.17270E+02    0.11557E-03    0.16219E-03    0.67844E-20    0.18753E-19    0.11775E-14    0.72033E-19   -0.43308E-20    0.25017E-03    0.25017E-03    0.12960E-13
    0.17280E+02    0.11476E-03    0.16107E-03    0.66423E-20    0.18366E-19    0.11841E-14    0.70540E-19   -0.42422E-20    0.25003E-03    0.25003E-03    0.12733E-13
    0.17290E+02    0.11395E-03    0.15995E-03    0.65031E-20    0.17987E-19    0.11901E-14    0.69079E-19   -0.41554E-20    0.24988E-03    0.24988E-03    0.12506E-13
    0.17300E+02    0.11315E-03    0.15884E-03    0.63668E-20    0.17615E-19    0.11955E-14    0.67647E-19   -0.40703E-20    0.24974E-03    0.24974E-03    0.12278E-13
    0.17310E+02    0.11235E-03    0.15774E-03    0.62334E-20    0.17252E-19    0.12005E-14    0.66246E-19   -0.39870E-20    0.24959E-03    0.24959E-03    0.12051E-13
    0.17320E+02    0.11156E-03    0.15665E-03    0.61028E-20    0.16895E-19    0.12051E-14    0.64873E-19   -0.39054E-20    0.24945E-03    0.24945E-03    0.11823E-13
    0.17330E+02    0.11078E-03    0.15556E-03    0.59749E-20    0.16546E-19    0.12094E-14    0.63529E-19   -0.38255E-20    0.24931E-03    0.24931E-03    0.11710E-13
    0.17340E+02    0.11000E-03    0.15448E-03    0.58497E-20    0.16205E-19    0.12136E-14    0.62212E-19   -0.37472E-20    0.24916E-03    0.24916E-03    0.11482E-13
    0.17350E+02    0.10922E-03    0.15341E-03    0.57272E-20    0.15870E-19    0.12178E-14    0.60923E-19   -0.36705E-20    0.24902E-03    0.24902E-03    0.11255E-13
    0.17360E+02    0.10846E-03    0.15235E-03    0.56072E-20    0.15542E-19    0.12221E-14    0.59661E-19   -0.35954E-20    0.24887E-03    0.24887E-03    0.11141E-13
    0.17370E+02    0.10769E-03    0.15129E-03    0.54897E-20    0.15221E-19    0.12265E-14    0.58425E-19   -0.35218E-20    0.24873E-03    0.24873E-03    0.11028E-13
    0.17380E+02    0.10694E-03    0.15025E-03    0.53747E-20    0.14907E-19    0.12312E-14    0.57214E-19   -0.34497E-20    0.24859E-03    0.24859E-03    0.10800E-13
    0.17390E+02    0.10618E-03    0.14920E-03    0.52621E-20    0.14599E-19    0.12364E-14    0.56029E-19   -0.33791E-20    0.24844E-03    0.24844E-03    0.10573E-13
    0.17400E+02    0.10544E-03    0.14817E-03    0.51518E-20    0.14298E-19    0.12420E-14    0.54868E-19   -0.33099E-20    0.24830E-03    0.24830E-03    0.10459E-13
    0.17410E+02    0.10470E-03    0.14714E-03    0.50439E-20    0.14002E-19    0.12482E-14    0.53731E-19   -0.32422E-20    0.24816E-03    0.24816E-03    0.10346E-13
    0.17420E+02    0.10396E-03    0.14612E-03    0.49382E-20    0.13713E-19    0.12548E-14    0.52617E-19   -0.31758E-20    0.24802E-03    0.24802E-03    0.10118E-13
    0.17430E+02    0.10323E-03    0.14511E-03    0.48347E-20    0.13430E-19    0.12614E-14    0.51527E-19   -0.31108E-20    0.24787E-03    0.24787E-03    0.10004E-13
    0.17440E+02    0.10250E-03    0.14410E-03    0.47334E-20    0.13152E-19    0.12677E-14    0.50459E-19   -0.30472E-20    0.24773E-03    0.24773E-03    0.97771E-14
    0.17450E+02    0.10178E-03    0.14310E-03    0.46342E-20    0.12881E-19    0.12734E-14    0.49414E-19   -0.29848E-20    0.24759E-03    0.24759E-03    0.96634E-14
    0.17460E+02    0.10106E-03    0.14211E-03    0.45371E-20    0.12615E-19    0.12783E-14    0.48390E-19   -0.29237E-20    0.24745E-03    0.24745E-03    0.95497E-14
    0.17470E+02    0.10035E-03    0.14113E-03    0.44421E-20    0.12354E-19    0.12820E-14    0.47387E-19   -0.28639E-20    0.24731E-03    0.24731E-03    0.93223E-14
    0.17480E+02    0.99648E-04    0.14015E-03    0.43490E-20    0.12099E-19    0.12842E-14    0.46405E-19   -0.28052E-20    0.24717E-03    0.24717E-03    0.92086E-14
    0.17490E+02    0.98947E-04    0.13918E-03    0.42579E-20    0.11849E-19    0.12847E-14    0.45444E-19   -0.27478E-20    0.24702E-03    0.24702E-03    0.90949E-14
    0.17500E+02    0.98251E-04    0.13821E-03    0.41687E-20    0.11605E-19    0.12830E-14    0.44502E-19   -0.26916E-20    0.24688E-03    0.24688E-03    0.89813E-14
    0.17510E+02    0.97560E-04    0.13726E-03    0.40813E-20    0.11365E-19    0.12791E-14    0.43580E-19   -0.26365E-20    0.24674E-03    0.24674E-03    0.88676E-14
    0.17520E+02    0.96874E-04    0.13630E-03    0.39958E-20    0.11130E-19    0.12728E-14    0.42677E-19   -0.25825E-20    0.24660E-03    0.24660E-03    0.86402E-14
    0.17530E+02    0.96193E-04    0.13536E-03    0.39121E-20    0.10900E-19    0.12644E-14    0.41793E-19   -0.25297E-20    0.24646E-03    0.24646E-03    0.85265E-14
    0.17540E+02    0.95516E-04    0.13442E-03    0.38301E-20    0.10675E-19    0.12538E-14    0.40927E-19   -0.24779E-20    0.24632E-03    0.24632E-03    0.84128E-14
    0.17550E+02    0.94844E-04    0.13349E-03    0.37498E-20    0.10455E-19    0.12411E-14    0.40079E-19   -0.24272E-20    0.24618E-03    0.24618E-03    0.82991E-14
    0.17560E+02    0.94177E-04    0.13256E-03    0.36713E-20    0.10239E-19    0.12264E-14    0.39248E-19   -0.23775E-20    0.24604E-03    0.24604E-03    0.81855E-14
    0.17570E+02    0.93515E-04    0.13164E-03    0.35943E-20    0.10027E-19    0.12098E-14    0.38435E-19   -0.23288E-20    0.24590E-03    0.24590E-03    0.79581E-14
    0.17580E+02    0.92857E-04    0.13073E-03    0.35190E-20    0.98203E-20    0.11913E-14    0.37639E-19   -0.22811E-20    0.24576E-03    0.24576E-03    0.79581E-14
    0.17590E+02    0.92204E-04    0.12983E-03    0.34453E-20    0.96175E-20    0.11711E-14    0.36859E-19   -0.22345E-20    0.24562E-03    0.24562E-03    0.78444E-14
    0.17600E+02    0.91555E-04    0.12893E-03    0.33731E-20    0.94189E-20    0.11492E-14    0.36095E-19   -0.21887E-20    0.24548E-03    0.24548E-03    0.77307E-14
    0.17610E+02    0.90911E-04    0.12803E-03    0.33024E-20    0.92243E-20    0.11257E-14    0.35347E-19   -0.21439E-20    0.24534E-03    0.24534E-03    0.76170E-14
    0.17620E+02    0.90272E-04    0.12714E-03    0.32332E-20    0.90338E-20    0.11008E-14    0.34615E-19   -0.21000E-20    0.24520E-03    0.24520E-03    0.75033E-14
    0.17630E+02    0.89637E-04    0.12626E-03    0.31655E-20    0.88472E-20    0.10747E-14    0.33898E-19   -0.20570E-20    0.24506E-03    0.24506E-03    0.75033E-14
    0.17640E+02    0.89006E-04    0.12539E-03    0.30992E-20    0.86645E-20    0.10475E-14    0.33195E-19   -0.20149E-20    0.24492E-03    0.24492E-03    0.73896E-14
    0.17650E+02    0.88380E-04    0.12452E-03    0.30342E-20    0.84856E-20    0.10196E-14    0.32507E-19   -0.19737E-20    0.24479E-03    0.24479E-03    0.72760E-14
    0.17660E+02    0.87759E-04    0.12366E-03    0.29706E-20    0.83103E-20    0.99103E-15    0.31834E-19   -0.19333E-20    0.24465E-03    0.24465E-03    0.71623E-14
    0.17670E+02    0.87141E-04    0.12280E-03    0.29084E-20    0.81387E-20    0.96208E-15    0.31174E-19   -0.18937E-20    0.24451E-03    0.24451E-03    0.71623E-14
    0.17680E+02    0.86529E-04    0.12195E-03    0.28475E-20    0.79706E-20    0.93295E-15    0.30528E-19   -0.18550E-20    0.24437E-03    0.24437E-03    0.70486E-14
    0.17690E+02    0.85920E-04    0.12110E-03    0.27878E-20    0.78060E-20    0.90382E-15    0.29896E-19   -0.18170E-20    0.24423E-03    0.24423E-03    0.69349E-14
    0.17700E+02    0.85316E-04    0.12026E-03    0.27294E-20    0.76448E-20    0.87491E-15    0.29276E-19   -0.17798E-20    0.24409E-03    0.24409E-03    0.67075E-14
    0.17710E+02    0.84716E-04    0.11943E-03    0.26722E-20    0.74869E-20    0.84637E-15    0.28670E-19   -0.17434E-20    0.24396E-03    0.24396E-03    0.68212E-14
    0.17720E+02    0.84120E-04    0.11860E-03    0.26162E-20    0.73323E-20    0.81822E-15    0.28076E-19   -0.17077E-20    0.24382E-03    0.24382E-03    0.67075E-14
    0.17730E+02    0.83528E-04    0.11778E-03    0.25614E-20    0.71808E-20    0.79040E-15    0.27494E-19   -0.16727E-20    0.24368E-03    0.24368E-03    0.65938E-14
    0.17740E+02    0.82940E-04    0.11696E-03    0.25077E-20    0.70325E-20    0.76288E-15    0.26924E-19   -0.16385E-20    0.24354E-03    0.24354E-03    0.64801E-14
    0.17750E+02    0.82357E-04    0.11615E-03    0.24552E-20    0.68873E-20    0.73562E-15    0.26366E-19   -0.16049E-20    0.24341E-03    0.24341E-03    0.64801E-14
    0.17760E+02    0.81778E-04    0.11535E-03    0.24037E-20    0.67451E-20    0.70858E-15    0.25820E-19   -0.15721E-20    0.24327E-03    0.24327E-03    0.63665E-14
    0.17770E+02    0.81203E-04    0.11455E-03    0.23534E-20    0.66058E-20    0.68172E-15    0.25285E-19   -0.15399E-20    0.24313E-03    0.24313E-03    0.63665E-14
    0.17780E+02    0.80632E-04    0.11375E-03    0.23041E-20    0.64693E-20    0.65500E-15    0.24761E-19   -0.15084E-20    0.24300E-03    0.24300E-03    0.62528E-14
    0.17790E+02    0.80064E-04    0.11296E-03    0.22558E-20    0.63357E-20    0.62839E-15    0.24248E-19   -0.14775E-20    0.24286E-03    0.24286E-03    0.61391E-14
    0.17800E+02    0.79501E-04    0.11218E-03    0.22085E-20    0.62049E-20    0.60184E-15    0.23746E-19   -0.14473E-20    0.24272E-03    0.24272E-03    0.61391E-14
    0.17810E+02    0.78942E-04    0.11140E-03    0.21623E-20    0.60767E-20    0.57534E-15    0.23254E-19   -0.14176E-20    0.24259E-03    0.24259E-03    0.60254E-14
    0.17820E+02    0.78387E-04    0.11063E-03    0.21169E-20    0.59512E-20    0.54901E-15    0.22772E-19   -0.13886E-20    0.24245E-03    0.24245E-03    0.59117E-14
    0.17830E+02    0.77835E-04    0.10986E-03    0.20726E-20    0.58283E-20    0.52296E-15    0.22300E-19   -0.13602E-20    0.24231E-03    0.24231E-03    0.59117E-14
    0.17840E+02    0.77288E-04    0.10910E-03    0.20292E-20    0.57079E-20    0.49734E-15    0.21838E-19   -0.13323E-20    0.24218E-03    0.24218E-03    0.59117E-14
    0.17850E+02    0.76744E-04    0.10835E-03    0.19866E-20    0.55901E-20    0.47227E-15    0.21385E-19   -0.13051E-20    0.24204E-03    0.24204E-03    0.57980E-14
    0.17860E+02    0.76205E-04    0.10759E-03    0.19450E-20    0.54746E-20    0.44790E-15    0.20942E-19   -0.12783E-20    0.24191E-03    0.24191E-03    0.56843E-14
    0.17870E+02    0.75669E-04    0.10685E-03    0.19043E-20    0.53616E-20    0.42436E-15    0.20508E-19   -0.12522E-20    0.24177E-03    0.24177E-03    0.56843E-14
    0.17880E+02    0.75136E-04    0.10611E-03    0.18644E-20    0.52508E-20    0.40178E-15    0.20083E-19   -0.12265E-20    0.24164E-03    0.24164E-03    0.55707E-14
    0.17890E+02    0.74608E-04    0.10537E-03    0.18253E-20    0.51424E-20    0.38029E-15    0.19667E-19   -0.12014E-20    0.24150E-03    0.24150E-03    0.55707E-14
    0.17900E+02    0.74083E-04    0.10464E-03    0.17871E-20    0.50362E-20    0.36002E-15    0.19260E-19   -0.11768E-20    0.24137E-03    0.24137E-03    0.55707E-14
    0.17910E+02    0.73562E-04    0.10392E-03    0.17496E-20    0.49322E-20    0.34107E-15    0.18861E-19   -0.11527E-20    0.24123E-03    0.24123E-03    0.54570E-14
    0.17920E+02    0.73045E-04    0.10320E-03    0.17130E-20    0.48303E-20    0.32330E-15    0.18470E-19   -0.11291E-20    0.24110E-03    0.24110E-03    0.53433E-14
    0.17930E+02    0.72531E-04    0.10248E-03    0.16771E-20    0.47306E-20    0.30656E-15    0.18087E-19   -0.11060E-20    0.24096E-03    0.24096E-03    0.52296E-14
    0.17940E+02    0.72021E-04    0.10177E-03    0.16419E-20    0.46328E-20    0.29067E-15    0.17712E-19   -0.10834E-20    0.24083E-03    0.24083E-03    0.52296E-14
    0.17950E+02    0.71514E-04    0.10107E-03    0.16075E-20    0.45372E-20    0.27545E-15    0.17345E-19   -0.10612E-20    0.24069E-03    0.24069E-03    0.52296E-14
    0.17960E+02    0.71011E-04    0.10036E-03    0.15738E-20    0.44435E-20    0.26074E-15    0.16986E-19   -0.10395E-20    0.24056E-03    0.24056E-03    0.51159E-14
    0.17970E+02    0.70512E-04    0.99669E-04    0.15409E-20    0.43517E-20    0.24637E-15    0.16634E-19   -0.10182E-20    0.24043E-03    0.24043E-03    0.50022E-14
    0.17980E+02    0.70016E-04    0.98978E-04    0.15086E-20    0.42618E-20    0.23216E-15    0.16289E-19   -0.99735E-21    0.24029E-03    0.24029E-03    0.50022E-14
    0.17990E+02    0.69523E-04    0.98292E-04    0.14770E-20    0.41738E-20    0.21795E-15    0.15952E-19   -0.97693E-21    0.24016E-03    0.24016E-03    0.48885E-14
    0.18000E+02    0.69034E-04    0.97611E-04    0.14460E-20    0.40876E-20    0.20357E-15    0.15621E-19   -0.95693E-21    0.24003E-03    0.24003E-03    0.48885E-14
    0.18010E+02    0.68549E-04    0.96934E-04    0.14157E-20    0.40032E-20    0.18890E-15    0.15298E-19   -0.93734E-21    0.23989E-03    0.23989E-03    0.47748E-14
    0.18020E+02    0.68067E-04    0.96262E-04    0.13861E-20    0.39205E-20    0.17406E-15    0.14981E-19   -0.91815E-21    0.23976E-03    0.23976E-03    0.46612E-14
    0.18030E+02    0.67588E-04    0.95595E-04    0.13570E-20    0.38395E-20    0.15924E-15    0.14670E-19   -0.89935E-21    0.23963E-03    0.23963E-03    0.46612E-14
    0.18040E+02    0.67112E-04    0.94932E-04    0.13286E-20    0.37602E-20    0.14461E-15    0.14366E-19   -0.88094E-21    0.23949E-03    0.23949E-03    0.46612E-14
    0.18050E+02    0.66640E-04    0.94274E-04    0.13007E-20    0.36826E-20    0.13036E-15    0.14069E-19   -0.86290E-21    0.23936E-03    0.23936E-03    0.45475E-14
    0.18060E+02    0.66172E-04    0.93620E-04    0.12735E-20    0.36065E-20    0.11665E-15    0.13777E-19   -0.84523E-21    0.23923E-03    0.23923E-03    0.45475E-14
    0.18070E+02    0.65706E-04    0.92971E-04    0.12468E-20    0.35321E-20    0.10368E-15    0.13492E-19   -0.82793E-21    0.23910E-03    0.23910E-03    0.44338E-14
    0.18080E+02    0.65244E-04    0.92327E-04    0.12207E-20    0.34591E-20    0.91619E-16    0.13212E-19   -0.81098E-21    0.23896E-03    0.23896E-03    0.44338E-14
    0.18090E+02    0.64785E-04    0.91687E-04    0.11951E-20    0.33877E-20    0.80649E-16    0.12938E-19   -0.79438E-21    0.23883E-03    0.23883E-03    0.43201E-14
    0.18100E+02    0.64329E-04    0.91051E-04    0.11701E-20    0.33177E-20    0.70948E-16    0.12670E-19   -0.77811E-21    0.23870E-03    0.23870E-03    0.43201E-14
